Spot_pk,ItemID,UserID,Rating,review,Timestamp
56659,9.81파크,14gi8tv,5,아침 일찍가면 대기없이 계속 탈수있고 가격은 조금 비싼편..,2021.04.28.
56659,9.81파크,r4mare,3,가격에 비해서 그렇게 길게 놀 수 있지않아요 재미는 있지만 꼭 가봐야하진 않은거같아요  처음하는건 다 재미있으니 할만한데 카트는 길이가 너무 짧고 대기가 많아요 서바이벌은 대기는 짧지만 많은 인원을 넣어서 전력 같은거 없이 막 싸우고 뛰어 댕겨요,2021.04.23.
56659,9.81파크,flknd7,3,재밌는데 코스가 짧아서 감질남 재방문의사는 글쎄..,2021.04.19.
56659,9.81파크,1c43q0h,1,"1분 30초 주행, 30분 대기 반복...",2021.04.15.
56659,9.81파크,muqvs1,3,"대기 시간 때문에 늦어지는 시간 입니다. 2시간권 그런것들이. 결국 3회를 탄다고 하면 길어야 1분 30초를 레이싱 하니깐 5분 레이싱 하는데.. 1시간을 낭비 하는 것입니다.  오히려 통영, 여수 루지에 비해 재미는 훨씬 없습니다. 딱 한가지 동료들과 시간 싸움을 할 수 있다 정도 입니다. 그것도 스타트 또한 중력으로 시작하기에 정확한 시간측정은 아니겠지...",2021.04.09.
56659,9.81파크,1i0844r,1,개인적으론 별로예요 ,2021.03.30.
56659,9.81파크,1hu5co5,5,"줄 많이 선다고해서 걱정했는데 제가 끊은 평일 1시는 사람이 거의 없어서 하나도 안기다렸어요! 파크에서 보이는 풍경이 너무 예뻤고 어플을 꼭 활용해야할것 같아요! 아레나라고 실내에서 총들고 서바이벌 게임하는게 있었는데 건물이 달라서 모르고 갈뻔했는데 재밌었어요 ㅋㅋ  풀패키지로 끊으면 하루 종일 시간 보낼 수 있어서 개인적으로 가성비 좋았어요, 이번엔 친구...",2021.03.27.
56659,9.81파크,1hsthc0,5,별 기대 안하고 갔었는데 생각보다 너무 재밌었어요 ㅋㅋㅋㅋㅋㅋㅋ 직원들도 재밌고 서비스도 좋고 다음에 제주도 또 가게되면 이거때문에라도 애월 일정 넣을거같은데요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2021.03.26.
56659,9.81파크,ejklvh,5,시설도 좋고 직원들 서비스도 좋고 강추합니다,2021.03.20.
56659,9.81파크,10mn7kr,1,노잼,2021.03.09.
56659,9.81파크,16k22ae,4,"파크 자체 규모만으로도 가볼만 합니다. 9시40~12시30분 3시간이용권 구매하고 루지(평일오전인데도 사람 많은편이었음. 오픈시간대 아님 예약차서 이용 힘들듯)는 두번정도 타니 시들했고 아레나, 범퍼카도 두번이 적당. 나머지 VR, 각종게임들 구석구석 다양한데 테그찍어 예약하고 줄을서야해서 생각보다 빠듯했어요. 사물함 앞에 엥그리버드 게임같은거 애들이 재밌...",2021.02.23.
56659,9.81파크,bjalss,1,카트 타기도 시간이 다 매진되어서 전날에 예약 엄청하고 가서 탈거 아니면 별로 개비쌈 스포츠랩은 하지마셈... 진짜 노잼이고 가격도 비쌈 종합 어뮤즈먼트파크처럼 해놨는데 노잼에 할것고 없고 사람도 너무 많음,2021.02.22.
56659,9.81파크,15jsf10,1,두명이 같이 타는 걸로 했는데... 직원들중 태워주시는 분이 너무 불친절 하네요.. 팔지를 동승자로  모르고 찼는데 레이서 하고 싶어서 앞에 앉고 싶다 했더니 화내시면서 안된다고 했어요... 기대하고 갔는데 뒤에 조용히 앉아 있는 꼴이 됬어요...  레이싱은 너무 짧고 올라가고 또 타는 타는데만 시간이 오래 걸려서... 자유롭게 레이서랑 동승자 할 수 없대...,2021.02.16.
56659,9.81파크,17ceu9c,5,다양한액티비티체험가능 대기시간은감수해야되지만 카트는꼭여기서타세요!,2021.02.15.
56660,무주산골영화관,9vl8i1,5,,2021.07.30.
56660,무주산골영화관,dgr8us,5,,2021.03.29.
56660,무주산골영화관,bjfnj9,5,"""무진장 좋다"" 말처럼 좋은 영화관~",2021.02.21.
56661,하늘자락공원,1cs6svf,5,맑은 공기에 즐거운 나들이 었습니다. ,2021.08.31.
56661,하늘자락공원,vh7fti,4,뷰 굿! 날씨도 굿! 등산로나 둘레길 부탁드려요,2019.06.09.
56662,장안면옥,14k4ijf,5,,2021.08.27.
56662,장안면옥,e5ksam,4,평안냉면 좋아하면 가볼만한 곳입니다. 녹두 빈대떡도 맛있어요. 주차장 구비. 아쉬운건 화장실이 남녀공용이라는거.,2021.08.25.
56662,장안면옥,18bddrt,2,"냉면은 참 맛있어요. 육수도 좋고 면도 좋고...사람 엄청 많더라구요. 거리두기 전~혀 안돼어있음. 식사전 마스크 써야하는것도 전~혀 지켜지지않고, 주의주는 직원도없고, 많은 사람들이 마스크벗고 떠들고있음. 방같은데서 먹었는데 더워죽을뻔. 직원한테 덥다니까 그래요?함....계산할때 더웠다하니 에어컨이 고장났다고만함. 선풍기없냐니까 선풍기로 안된다함...그래...",2021.08.06.
56662,장안면옥,tusdut,5,평양냉면으로 유명한 집이지만 저는 함흥냉면이 더 맛있었습니다! 가게 인근 노상주차장에 주차하면 유료이니 반드시 가게 주차장에 주차하는것을 추천드립니다.,2021.07.27.
56662,장안면옥,1bl1fti,1,7월27일 19:25분 방문 비빔냉면과 만두를 주문했다 막거리도 한잔  면이 덜익은게 나왔다 뻣뻣하고 걍 생면이다 바쁘다고 생면을….. 써비스또한 별로  막걸리랑 막걸리잔 던지듯 놓고 가버린다 바쁘면 손님을 덜 받던지 낸면집에 냉면이 …쩝~~~~.  난 별로임 가지말라고는 않하는데 손님이 손님 아닌듯,2021.07.27.
56662,장안면옥,14mkhs2,1,할아버지 사장 센스 더럽게 없어요 ,2021.07.17.
56662,장안면옥,n8nmqj,4,,2021.07.03.
56662,장안면옥,19g0tmg,5,예전에 강한 동치미 육수 맛이 약해지며 육향이 올라와서 먹기가 편해졌다. 우정집이 없어진 안성에서 냉면 생각이 나면 제일 처음 방문할 곳. 홀 보는 아드님의 금붙이에서 맛의 척도를 알 수 있는 식당.,2021.07.01.
56662,장안면옥,fkedvg,3,,2021.04.26.
56662,장안면옥,v84pfe,4,먹을만합니다. 위생과 서비스에 더 신경썼면 좋겠어요,2020.07.18.
56662,장안면옥,fscb6f,5,평양냉면 개꿀맛 ㅠ,2020.05.01.
56662,장안면옥,7kmtjf,5,피앙냉민,2020.04.20.
56662,장안면옥,o0rgcv,5,최고맛집 ㅠㅠ 팜랜드 갔다가 꼭 들르는 코스에요 굿굿,2020.04.02.
56662,장안면옥,11oohm6,2,,2019.12.20.
56662,장안면옥,10eqq59,2,"아쉬운 맛인데 어떤 점이 좋았냐고 써있네요 ㅎㅎ 좋은 거 없구요. 건더기가 부실합니다. 비냉 좋아해서 비냉 시키고 물냉도 같이 먹고파서 물냉 사리 추가해서 둘 다 먹어 봤습니다만... 전통있는 냉면집이 가진 내공이 면, 육수의 심심함이 다였습니다. 굳이 또 먹고싶진 않은 맛입니다.",2019.06.26.
56662,장안면옥,bogtfj,5,완전 맛있어요! 여름에 오면 더 맛있을거 같아요,2019.04.21.
56662,장안면옥,bfim3m,3,,2018.09.27.
56662,장안면옥,n2mvqj,5,,2018.07.17.
56662,장안면옥,10jo55o,3,맛 괜찮아요~,2018.05.26.
56662,장안면옥,10brnev,4,,2018.05.05.
56662,장안면옥,fspgb1,1,맛은 무난한데 서비스가 완전 엉망이예요 서빙하신 여자분 인상도 말투도 기분나빴어요 티슈가 테이블에 없길래 다른 테이블에 있나보고 없어서 달라고 했더니 표정 굳으시면서 넣을 시간이 없다고 하며 티슈를 주셨는데 말도 안되는 핑계를.. 그럴거면 티슈각을 싹다 치우던가 아니면 미안하다 웃으며 얘기하면 끝인것을 기분나빠요 물티슈도 테이블 밑에 모르고 놓고 나왔는데 ...,2017.10.07.
56662,장안면옥,109evmd,4,냉면도 특이하고 수육도 굿,2016.03.10.
56664,구백식당,qt12ml,4,맛있어요,2021.07.14.
56664,구백식당,1f79unb,1,3시까지 해요 헛탕침,2021.04.30.
56664,구백식당,13lq6qe,1,,2020.11.13.
56664,구백식당,11349qg,2,,2020.10.22.
56664,구백식당,11hcole,4,서대회무침도 맛있엇지만 군평선이가 최고네요. 여수가시면 군평선이 꼭 드셔보세요 알도꽉차서 더맛나네요. 대신 2인분씩 주문이 조금 아쉽네요. 반찬도 짜지않고 먹을만했어요.,2020.09.02.
56664,구백식당,u5sfo9,4,오늘 다시 방문했는데.. 음식 간은 저번에 먹었을 때 보다 조금 삼삼해진거 같아요. 일하시는 분들 불친절하진 않은데..그냥 말씀하시는게 보통 여수 중년분들 말투 같은거같고 밥먹을 때 앞치마도 챙겨주고 잘챙겨주세요. 그리고 갈치구이 주문하시는분들 많았어요. 갈치구이 한번 드셔보세요 아니면 주문할 때 그날 어떤 재료가 좀더 싱싱하고 괜찮은지 물어보고 주문하는것...,2020.08.16.
56664,구백식당,eb37f1,1,막걸리 유통기한지난거 주고 새로달랬더니 이거밖에없다고 미안하단 말도없이 취소한다고 그냥가져가버림.. 부글부글  근데서대도 비리고 맛없어서 다 버리고 나왔어요 요즘 여수는 맛집이 없는듯.. 다 변했어..,2020.08.03.
56664,구백식당,8t5uik,3,생선구이는 먹을만한데 반찬이 모두 짜요. 콩나물무침도 이렇게 짠 건 처음.,2020.07.31.
56664,구백식당,o9g3t0,1,밥을 남기긴 처음입니다.우선 밥에서 군내?좀나요..보관이 잘못된거 같아요 다른식당은 소소였으니깐요. 그리고 군평선이는 앞으로 안먹을것같아요.  맛있는 다른 생선 많습니다. ,2020.07.17.
56664,구백식당,1032fpl,4,여수  금풍생이 아구탕,2020.05.25.
56664,구백식당,d9clo1,3,양과 맛에 비해 가격이 비싸요.. 추천 절대안하도 그 돈으로 다른곳 가세요,2019.10.05.
56664,구백식당,12g2jql,4,개별그릇에 나오는 아구탕. 우선 서울에서는 아구찜을 주로 먹으니 탕으로 먹는 국물맛이 개운하면서 신선하게 다가왔음.,2019.09.07.
56664,구백식당,7scirl,1,맛없었어요. 금풍생이 제일 잘나간다고 추천해줘서 먹었는데 13000원에 고기는 살 다발라도 세 숫가락도 안나올정도에요. 날 여기 데려간 사람을 증오합니다.  맛있는데 널렸는데 이딴걸 내입에 넣게 하다니.. 화가나네요,2019.08.20.
56664,구백식당,10lt33b,3,,2019.08.17.
56664,구백식당,1200hf0,1,"블로그추천보고  갔는데 완전 별로입니다.  시장이라  청결은 기대힘들고  들어가면서  맛은기대했는데 금풍생이2. 아구탕, 서대회까지 3명이서 메뉴4개를 시켰는데  다먹어도 뭔가 허전~~금풍생이는 담백하다더니 내장도 안꺼내고 구워서 쓴맛이 나고  아구탕도 일반 동네파는가게보다  그닥~~그래요.. 비추천입니다.",2019.08.07.
56664,구백식당,bgucig,1,"별 하나도 아까움... 그릇마다 고춧가루에 ,,,,,,, 주문받으시는분들 반말하고  먹고난 그릇 안치우고 사람 들여보내놓고  ㅜ",2019.08.04.
56664,구백식당,7ropob,1,가지 마세요. 주위에 싸고 더욱 맛난 집들이 더 많아요. 허영만 식객 보고 갔지만  너무 실망 허선생님도  실망.,2019.08.04.
56664,구백식당,uec7dh,1,"완전 사기 맞은 기분 동네 생선구이 백반집 수준도 못되는 집 이네요 맛, 가격, 친절, 위생 뭐 하나 점수 줄게 하나 없네요 눈 탱이 제대로 때리는 여수 물 흐리는 아주  고약한 집 이네요",2019.07.22.
56664,구백식당,7kaa7i,1,별하나도 아까운곳이에요  반찬그릇은 고춧가루가 묻어 교환했는데 교환받은 접시도 고춧가루가 그대로 설겆이가 안된상태 그리고 아구탕은 사골도 아닌데 푹 끓여 야채가 형태를 알수 없음. 비쥬얼보고도  먼저 놀람요 성시경님이 맛집으로 소개한 이유를 전혀 모르겠음요 그리고 매우 불친절함요 다시는 가고 싶지 않은 집,2019.06.07.
56664,구백식당,v6m8ve,3,,2019.05.23.
56664,구백식당,80iago,1,불친절하고 반찬도 완전 별로였음 허영만선생님 신뢰도가 떨어지는중,2019.05.12.
56664,구백식당,dnnvms,2,,2019.04.02.
56664,구백식당,7nktqn,1,예전의 맛이 하나도 안나고 갈때마다 실망해요~,2018.12.09.
56664,구백식당,jtsiop,5,금풍생이구이와 갈치구이. 금풍생이 맛있는데 생선 자체가 뼈가 억세고 먹을 살이 많지 않다. 신선해서 그런지 생선구이가 고소하고 반찬도 맛있었다.,2018.10.29.
56664,구백식당,109evmd,4,군평선이=금풍생이 13000+1000=14000원/1인분,2018.10.19.
56664,구백식당,chs38k,4,좋아요,2018.09.22.
56664,구백식당,mcelf3,3,서대회 맛있으나 좀 비싸요. 금풍생이구이는 처음 먹어보는거라 비교가 불가능하네요 ㅎㅎ 그냥 경험삼아 괜찮았어요. 인생맛집은 아니지만 먹을만합니다.  (포차에서 비싸게 먹는거보다는 여기서 먹는게 나아보여요),2018.08.17.
56664,구백식당,109h6f6,3,인근해역에서 잡히는 고기로 운영. 서대와 금풍생이로 유명. 마감시간이 빠른 편으로 가급적 저녁에는 늦지않게 가는게 좋음.  서대회 ㅡ 서대라는 생선으로 만든 회무침. 밥이 같이 나오며 회덮밥식으로 먹을 수 있음. 장이 좀 쎈편이라 아쉬움.,2018.07.10.
56664,구백식당,bgctes,3,전체적으로 여수음식에 넘 기댜하고 거시면 안되요.. 여기는 삼치구이를 촉촉하게 잘구워요 물론 서대회무침도 먹었지만 여수에서만 먹을 수 있다니까  먹어봤는습니다 기대하지마시고 경험상 드세요.,2018.05.31.
56664,구백식당,fguoqt,1,갈치구이는 이미 구워진거 잠깐 데워서 나오네요. 서대회무침은 밑반찬 수준으로 인당 12000원이라니요. 유명하다고 해서 갔더니 집앞식당보다 못합니다,2018.05.07.
56664,구백식당,bk10if,4,서대회 맛집은 어디나 무난하게 맛이 좋네요.  추천합니다,2018.05.07.
56664,구백식당,mpsbrl,4,블로그믿고거르고 여기서맛집찾아요 생생리뷰임. 아귀탕 서대회맛나요 맛집인정.,2018.04.26.
56664,구백식당,birup3,3,서대회묻침... 글쎄... 회는 좀 물컹한데 양념은 짜다... 한번은 먹어볼만함... 삼치구이는 아이들 때문에 시켯는데 뭐 소소... 금풍생이구이를 먹고 싶엇는데ㅜ아이들땜에 삼치구이를 시켜서 아쉬움... 저녁 7시인데 파장 분위기... 직원들 모두 친절한데... 물어보니 새벽에 일찍 열고 저녁 일찍 닫는다고 함...,2017.12.26.
56664,구백식당,fqlsgv,4,올해 6월 서울서 다녀오고 다시 왔는데 매주 화요일은 쉰대서 어제는 못갔네요. 서대회는 맛있어요 다른거는 못먹어 봤네요. 그나마 여기는 친절함 근처 음식점들 갔다가 불친절함에 먹지도 않고 나왔음 보니깐 여수 음식점들은 다 불친절함이 기본인거 같아요.,2017.10.04.
56664,구백식당,109u2sc,2,,2017.09.02.
56664,구백식당,7uin43,3,,2016.11.14.
56664,구백식당,beojjo,5,금풍생구이 서대회,2016.08.01.
56664,구백식당,vuuitj,3,서대회무침으로 비벼먹는 맛이 좋아^^ 톡쏘는 무침장이 톡특~~금풍생이 양념구이도 첨맛보고^,2016.06.26.
56664,구백식당,7killg,3,,2016.03.12.
56664,구백식당,apamt8,5,서대회,2016.03.11.
56664,구백식당,10e29jk,5,맛:★★★★★ 분위기:★★★ 기타:서대회보다는 아귀탕 추천,2016.03.11.
56664,구백식당,bf90b5,5,,2016.03.11.
56665,신흥장어,10lt33b,3,,2019.08.17.
56665,신흥장어,dprn33,4,장어구이 정식 없음 장어탕이 일품,2018.12.23.
56667,개미집 부산본점,1k8nbth,1,,2021.09.15.
56667,개미집 부산본점,nnveuh,3,글세요 낙곱새 첨먹어보는데 원래 이런맛인지 떡볶이랑 비슷한 고추장베이스 양념 가성비나쁘진 않은데 찾아가서 먹을만한 음식은 아님 그냥 쏘쏘 우동사리 넣으면 간이 확 바껴서 별로임.. 우동사리 넣어주시는 직원분에 따라 맛이 좌우될거같음,2021.09.01.
56667,개미집 부산본점,16mm05q,4,나쁘지않아요,2021.08.16.
56667,개미집 부산본점,e4gjnu,2,서울이 더 맛있는듯,2021.06.14.
56667,개미집 부산본점,gkp43t,3,,2021.01.22.
56667,개미집 부산본점,103o77s,2,명성에 비해 맛은 훌륭하지 않습니다. 그리고 비싸네요,2020.12.27.
56667,개미집 부산본점,13thtse,1,"장사 개엿같이들 하시네요  숟가락은 설거지를 눈감고 발가락으로 했는지 양념 그대로 다묻어있고  서빙하는 아지매는 와서 멋대로  이거먹어라 저거먹어라 명령질에 원하는데로 안시키면 돈없어서 그렇냐는 소리까지 듣습니다 ㅋㅋ  계산할때는 현금안준다고 주인아지매까지  나와서 투덜투덜대고 이체도 싫다 카드도 싫다 어쩌란건지 , 현금없는분들은 가지마세요^^",2020.11.27.
56667,개미집 부산본점,dkm07s,3,음...개미집 본점 호불호가 많이 갈릴거 같아요  부산 하면 낙곱새 원조라고 해요 제가 좀 맵고짜게 먹어서 그런지 약간 심심한 맛이였어요 하지만 배부르게 잘먹었어요 아주머니분들도 힘드셨을건데 친절하시고 좋아요^^,2020.11.17.
56667,개미집 부산본점,14us9jk,3,맛있는데 불친절해요ㅠ 마스크를 안쓰고 일하시고 주방에서 일하는분들끼리 싸우는 소리도 다들렸어요:-(,2020.10.13.
56667,개미집 부산본점,7n2od1,2,100년,2020.10.04.
56667,개미집 부산본점,17c02ir,2,불친절합니다ㅠ,2020.08.24.
56667,개미집 부산본점,17ti3q8,1," 다른점이랑 다르길래 물어봣는데 대답을 틱틱 짜증난다식으로 대답해줌 ,,^^  밥먹으러왓는데 기분상함 ~~ ",2020.05.09.
56667,개미집 부산본점,17jn55m,1,여기진짜진짜 인생최악의 음식점이었어요 여자4명이서 우정여행갔는데 종업원분이 카드결제한다니까 정색하면서 무슨 현금도안가지고다니냐고 욕하시더니 대뜸 자기가 현금대신 내줄테니까 자기 계좌로 돈보내라고 티슈에 계좌적어주시더라고요 그러면서 비밀이라고 대신 서비스많이해주겠다고 무슨 이런 어이없고 어처구니없는일이 다있습니까? 몰래 그런식으로 뒷돈챙기는게... 참나 진짜...,2020.05.04.
56667,개미집 부산본점,106cc0p,4,범일동 원조할매낙지보다 내 입 맛에는 여기가 딱! 다음에는 수중전골도 먹어보는걸로~,2020.04.29.
56667,개미집 부산본점,15iuof9,3,맛은 있는데 특별히 맛있는지는 모르겠다 부산은 곱창이 기름이 많이 껴있는듯..? 전 날 곱창 먹었는데 대창이 나온줄 알았음,2020.03.30.
56667,개미집 부산본점,165806v,1,왜 맛집이라고 소문 난건지 이해불가.. 그렇게 맛있는것도 아니고 그렇게 싼것도 아님 최악인 점은 위생상태랑 직원들 태도 앞접시 더러워서 바꿔달라 했더니 죄송하다는 말도 안하고 닦아서 주더라고요 자주 있던 일인가 보죠? 그리고 직원 한 분은 본인보다 어리다는 이유에선지 뭔지 반말하시던데 처음보는 손님한테 반말하는 음식점은 처음이네요,2020.02.11.
56667,개미집 부산본점,164gcqv,1,"우선 위생상태가 최악입니다.접시에는 고춧가루,정체모를 노란끼가 돕니다. 서비스 또한 최악입니다. 불친절하며 제돈주고 먹는데 눈치를 봐야하는 아이러니한 상황이 발생합니다.",2020.02.11.
56667,개미집 부산본점,11k06rf,1,여기서 여섯명이 먹고 세명 탈났어요.. 한명은 다음날 토하고 설사하다 탈수와서 쓰러짐,2020.02.11.
56667,개미집 부산본점,164diqf,1,매우 불친절하고 위생상태 열악합니다. 앞접시에 노랗게 물이 고여있길래 바꿔달라고 했더니 다른 접시들도 마찬가지였는지 행주로 대충 닦고 주시더군요. 값에 비해서 양 너무 적어요. 모처럼 놀러갔는데 좋았던 기분 망쳐버렸어요. ,2020.02.10.
56667,개미집 부산본점,anv6cn,2,맛은 좋은데 비싸고 좁습니다.,2020.02.01.
56667,개미집 부산본점,15mphjt,1,"음식도 별로 였는데 종업원 아줌마의 황당한 바가지에 짜증이~~~ 라면사리 추천으로 먹었는데 계산은. 우동 라면 당면 사리추가로 6.000원 계산 했어요 황당,  왕 짜증 다신 가고 싶지 않은곳이네요",2020.01.22.
56667,개미집 부산본점,soge1l,3,솔직하게 맛은 있는데 가격이나 양 생각하면 너무 별로에요... 부산에 낙곱새집 많은데 싼 곳보다 3-4000원 더 비싼데 그 차이만큼의 값은 못해요.,2020.01.21.
56667,개미집 부산본점,nbh6u1,4,낚지도 곱창도 신선해 보이고 익었을 때 탱글함과 고소함이 미각을 돋굼. 리뷰처럼 양이 정말 작아보이는데 깡통야시장가서 이것저것 사먹을 생각에 딱 양이 맞다고 생각했는데 막상 야시장가서 아무것도 입맛땡기는 것이 없었음 ㅋㅋㅋ 보기보다 속이 든든하네요. ,2020.01.14.
56667,개미집 부산본점,1230l8t,5,맛있어요!양이 좀 적지만  ,2020.01.08.
56667,개미집 부산본점,155sr2d,3,줄서서 먹을정도는 아닌듯 ,2019.12.30.
56667,개미집 부산본점,pp2d8u,1,노우.. 별로에요,2019.12.14.
56667,개미집 부산본점,148pdva,2,30분정도 대기했다가 감  곱창은 잘 보이지도 않을정도로 양이 적음 맛도 그냥그럼. 왜 추천해주는지 모르겠다..,2019.11.19.
56667,개미집 부산본점,r48hq4,1,컵에 벌레기어다녀서 바꿔달라 했더니 벌레 아니라고 하고  본점인데 동치미 달라 했더니 툭 던지고 가고  차라리 서울 체인점이 낫겠네요. 다시는 안 오고 싶습니다.,2019.10.19.
56667,개미집 부산본점,122n59m,1,낙지복음에 낙지가 별로없다 요즘 흔히  내는 불맛도 없다 값도 불맛내는 다른집 낙지값에 육박하는 10000원정도이다 그리고 물컵에 고추가루가 끼어있다 테이블에는고추가루  닦을 휴지도 없다 마누라가 물수건으로 고추가루 떼어내란다 쌈디 너 나한테 걸리지 않게 조심해라 이 아줌마들아  아무리 바뻐도 설거지는 깨끗이하고 손님이  물 달라고 하기전에 물좀갔다줘라 낙...,2019.10.05.
56667,개미집 부산본점,fmffa2,1,그저 그런 맛. 수요미식회 방송 나왔다길래 기대했는데 맛없음. 심지어 메뉴판에  원산지표기도 제대로 되어있지 않다.,2019.09.10.
56667,개미집 부산본점,qhm85f,3,"낙지,곱창,새우 등의 양이 적어요!",2019.09.09.
56667,개미집 부산본점,r4m9s0,4,낙곱새 맛있음. 양이 많은건 아니다,2019.08.20.
56667,개미집 부산본점,ujckhn,1,3인분시켰는데 2인분인줄요. 정말 양작고 건저먹을게없음. 재료비아껴서 부자되세요 ,2019.07.30.
